year,locality_id,pland_00_water,pland_01_evergreen_needleleaf,pland_03_deciduous_needleleaf,pland_04_deciduous_broadleaf,pland_05_mixed_forest,pland_08_woody_savanna,pland_09_savanna,pland_10_grassland,pland_11_wetland,pland_12_cropland,pland_13_urban,pland_14_mosiac,pland_15_barren
2013,L2186555,0.26666666666666666,0,0,0,0,0,0,0,0.06666666666666667,0,0.6333333333333333,0,0.03333333333333333
2013,L250656,0.06451612903225806,0,0,0,0,0,0,0.5483870967741935,0.16129032258064516,0.22580645161290322,0,0,0
2013,L1250088,0.26666666666666666,0,0,0,0,0,0,0,0.13333333333333333,0,0.6,0,0
2013,L1521963,0.16666666666666666,0,0,0,0,0,0,0,0.1,0,0.7333333333333333,0,0
2013,L924701,0.25,0,0,0,0,0,0,0.28125,0.375,0,0,0,0.09375
2013,L1588632,0.0967741935483871,0,0,0.03225806451612903,0,0,0,0.22580645161290322,0.16129032258064516,0.45161290322580644,0.03225806451612903,0,0
2013,L914873,0.03125,0,0,0,0,0,0,0.09375,0.21875,0.625,0,0.03125,0
2013,L2219891,0.2903225806451613,0,0,0,0,0,0,0,0.12903225806451613,0,0.5806451612903226,0,0
2013,L10109091,0.03333333333333333,0,0,0,0,0,0,0.5,0.16666666666666666,0.3,0,0,0
2013,L2246950,0.06451612903225806,0,0,0,0,0,0,0.03225806451612903,0.0967741935483871,0,0.8064516129032258,0,0
2013,L200353,0.20689655172413793,0,0,0,0,0,0,0,0.27586206896551724,0.5172413793103449,0,0,0
2013,L9801046,0.06666666666666667,0,0,0,0,0.03333333333333333,0.2,0.13333333333333333,0.4,0.06666666666666667,0,0.1,0
2013,L356690,0.13333333333333333,0,0,0,0,0,0,0.36666666666666664,0.06666666666666667,0.43333333333333335,0,0,0
2013,L301193,0.03125,0,0,0,0,0,0.03125,0.0625,0.1875,0.0625,0.625,0,0
2013,L1250089,0.3333333333333333,0,0,0,0,0,0,0,0.06666666666666667,0,0.6,0,0
2013,L160367,0.5172413793103449,0,0,0,0,0,0.13793103448275862,0,0.1724137931034483,0,0.1724137931034483,0,0
2013,L211111,0.1875,0,0,0,0,0,0,0.0625,0.46875,0.28125,0,0,0
2013,L11109224,0.3333333333333333,0,0,0,0,0,0,0,0.1,0,0.5666666666666667,0,0
2013,L2256442,0.2,0,0,0,0,0,0,0,0.03333333333333333,0,0.7333333333333333,0,0.03333333333333333
2013,L2207743,0.3,0,0,0,0,0,0,0.23333333333333334,0.16666666666666666,0.3,0,0,0
2013,L2257572,0.0625,0,0,0,0,0,0,0.03125,0.15625,0,0.75,0,0
2013,L576996,0.06451612903225806,0,0,0.06451612903225806,0,0.03225806451612903,0,0.06451612903225806,0.2903225806451613,0.45161290322580644,0,0.03225806451612903,0
2013,L1250085,0.2,0,0,0,0,0,0,0,0.13333333333333333,0,0.6666666666666666,0,0
2013,L2213334,0.3,0,0,0,0,0,0.4,0.03333333333333333,0.16666666666666666,0,0.06666666666666667,0.03333333333333333,0
2013,L2246503,0.03225806451612903,0,0,0,0,0,0.16129032258064516,0.25806451612903225,0.5483870967741935,0,0,0,0
2013,L1878304,0.22580645161290322,0,0,0,0,0,0.03225806451612903,0,0.25806451612903225,0.45161290322580644,0.03225806451612903,0,0
2013,L2249326,0.26666666666666666,0,0,0,0,0,0.06666666666666667,0.4,0.16666666666666666,0.1,0,0,0
2013,L140464,0.06666666666666667,0,0,0.43333333333333335,0,0.16666666666666666,0.2,0,0.13333333333333333,0,0,0,0
2013,L511662,0.4,0,0,0,0,0,0,0,0.1,0,0.5,0,0
2013,L248546,0.25,0,0,0.0625,0,0,0.03125,0.21875,0.21875,0.1875,0,0.03125,0
2013,L1916756,0.13333333333333333,0,0,0,0,0,0,0.13333333333333333,0.3,0.43333333333333335,0,0,0
2013,L1802495,0.16666666666666666,0,0,0,0,0,0.03333333333333333,0,0.16666666666666666,0.6,0,0.03333333333333333,0
2013,L721516,0.2,0,0,0,0,0,0.1,0.1,0.2,0.13333333333333333,0.26666666666666666,0,0
2013,L1348558,0.16666666666666666,0,0,0,0,0,0.03333333333333333,0,0.06666666666666667,0,0.7333333333333333,0,0
2013,L2215252,0.2903225806451613,0,0,0,0,0,0,0,0.06451612903225806,0,0.6451612903225806,0,0
2013,L1772667,0.034482758620689655,0,0,0,0,0,0.41379310344827586,0.06896551724137931,0.10344827586206896,0.06896551724137931,0.27586206896551724,0,0.034482758620689655
2013,L2215589,0.3,0,0,0,0,0,0,0,0.06666666666666667,0,0.6333333333333333,0,0
2013,L275409,0.23333333333333334,0,0,0,0,0,0.06666666666666667,0.2,0.26666666666666666,0.16666666666666666,0.06666666666666667,0,0
2013,L348756,0.5333333333333333,0,0,0,0,0,0.06666666666666667,0.03333333333333333,0.23333333333333334,0,0.13333333333333333,0,0
2013,L390316,0.06666666666666667,0,0.03333333333333333,0.03333333333333333,0,0,0.03333333333333333,0.16666666666666666,0.36666666666666664,0.23333333333333334,0,0.06666666666666667,0
2013,L2207081,0.16129032258064516,0,0,0,0,0,0,0.4838709677419355,0.16129032258064516,0.16129032258064516,0,0,0.03225806451612903
2013,L10021999,0.03333333333333333,0,0,0,0,0,0,0.3333333333333333,0.06666666666666667,0.5666666666666667,0,0,0
2013,L792698,0.3333333333333333,0,0,0,0,0,0,0,0.03333333333333333,0,0.6333333333333333,0,0
2013,L2249443,0.1,0,0,0.03333333333333333,0,0,0.3333333333333333,0,0,0.3333333333333333,0,0.2,0
2013,L481133,0.15625,0,0,0,0,0,0.15625,0.375,0.15625,0.125,0,0,0.03125
2013,L2240130,0.15625,0,0,0,0,0,0.25,0.0625,0.15625,0,0.375,0,0
2013,L438527,0.26666666666666666,0,0,0,0,0,0,0,0.13333333333333333,0,0.6,0,0
2013,L758746,0.06666666666666667,0,0,0.3333333333333333,0,0.13333333333333333,0.3333333333333333,0,0.13333333333333333,0,0,0,0
2013,L1772890,0.13333333333333333,0,0,0,0,0,0.26666666666666666,0.1,0.23333333333333334,0,0.26666666666666666,0,0
2013,L1434620,0.03125,0,0,0,0,0.09375,0.21875,0.25,0.40625,0,0,0,0
2013,L2213571,0.03225806451612903,0,0,0,0,0,0,0,0,0,0.967741935483871,0,0
2013,L210370,0.4375,0,0,0.03125,0,0,0,0,0.53125,0,0,0,0
2013,L10021992,0.03333333333333333,0,0,0,0,0,0,0.26666666666666666,0.06666666666666667,0.6333333333333333,0,0,0
2013,L2199898,0.03333333333333333,0,0,0.03333333333333333,0,0,0,0.03333333333333333,0.8,0.1,0,0,0
2013,L1402590,0.03333333333333333,0,0,0,0,0,0,0.16666666666666666,0.13333333333333333,0.6,0,0.06666666666666667,0
2013,L1374990,0.23333333333333334,0,0,0,0,0,0.06666666666666667,0.06666666666666667,0.5333333333333333,0.06666666666666667,0.03333333333333333,0,0
2013,L1668056,0.16666666666666666,0,0,0.4,0,0.03333333333333333,0.03333333333333333,0.1,0.16666666666666666,0.06666666666666667,0,0.03333333333333333,0
2013,L1454859,0.1875,0,0,0,0,0,0.09375,0.21875,0.34375,0.15625,0,0,0
2013,L1008915,0.13333333333333333,0,0,0,0,0,0,0.26666666666666666,0.16666666666666666,0.43333333333333335,0,0,0
2013,L2215466,0.23333333333333334,0,0,0,0,0,0,0,0.06666666666666667,0,0.7,0,0
2013,L468910,0.43333333333333335,0,0,0,0,0,0,0.03333333333333333,0.13333333333333333,0,0.4,0,0
2013,L1249286,0.2413793103448276,0,0,0,0,0,0,0,0.06896551724137931,0,0.6896551724137931,0,0
2013,L2340416,0.25,0,0,0,0,0,0.0625,0,0.125,0,0.5625,0,0
2013,L152654,0.4,0,0,0,0,0,0.2,0.03333333333333333,0.16666666666666666,0,0.2,0,0
2013,L152645,0.06666666666666667,0,0,0,0,0,0.5,0.03333333333333333,0.1,0.03333333333333333,0.26666666666666666,0,0
2013,L164830,0.06666666666666667,0,0,0,0,0,0,0.1,0.3,0.4666666666666667,0.06666666666666667,0,0
2013,L275986,0.3225806451612903,0,0,0.03225806451612903,0,0,0,0,0.6451612903225806,0,0,0,0
2013,L1496585,0.2903225806451613,0,0,0,0,0,0,0,0.06451612903225806,0,0.6451612903225806,0,0
2013,L1190911,0.12903225806451613,0,0,0,0,0,0.06451612903225806,0.16129032258064516,0.5483870967741935,0,0.0967741935483871,0,0
2013,L152719,0.15625,0,0,0,0,0,0.40625,0.03125,0.15625,0,0.21875,0.03125,0
2013,L1496600,0.2903225806451613,0,0,0,0,0,0,0,0.12903225806451613,0,0.5806451612903226,0,0
2013,L1470457,0.03125,0,0,0,0,0,0.09375,0.25,0.21875,0.3125,0,0.09375,0
2013,L160592,0.03125,0,0,0,0,0,0,0.03125,0.90625,0.03125,0,0,0
2013,L169447,0.03225806451612903,0,0,0,0,0,0.03225806451612903,0.0967741935483871,0.5483870967741935,0.12903225806451613,0.06451612903225806,0,0.0967741935483871
2013,L453843,0.23333333333333334,0,0,0,0,0,0,0,0.1,0,0.6666666666666666,0,0
2013,L298677,0.0625,0,0,0,0,0.0625,0.40625,0.0625,0.375,0,0,0.03125,0
2013,L1530463,0.13333333333333333,0,0,0,0,0,0.06666666666666667,0,0.06666666666666667,0,0.7333333333333333,0,0
2013,L950064,0.3125,0,0,0,0,0,0,0,0.03125,0,0.65625,0,0
2013,L2215725,0.3125,0,0,0,0,0,0,0,0.03125,0,0.65625,0,0
2013,L285907,0.06666666666666667,0,0,0,0,0,0,0.23333333333333334,0.13333333333333333,0.5333333333333333,0,0,0.03333333333333333
2013,L680982,0.16129032258064516,0,0,0,0,0,0.22580645161290322,0,0.2903225806451613,0.3225806451612903,0,0,0
2013,L1000125,0.45161290322580644,0,0,0,0,0,0,0.06451612903225806,0.12903225806451613,0.25806451612903225,0,0.06451612903225806,0.03225806451612903
2013,L1496597,0.2,0,0,0,0,0,0,0,0.13333333333333333,0,0.6666666666666666,0,0
2013,L1772652,0.06451612903225806,0,0,0,0,0,0.2903225806451613,0.16129032258064516,0.06451612903225806,0.0967741935483871,0.2903225806451613,0,0.03225806451612903
2013,L297069,0.03125,0,0,0.3125,0,0,0.125,0.03125,0.0625,0.125,0.3125,0,0
2013,L2234228,0.26666666666666666,0,0,0,0,0,0.06666666666666667,0,0.2,0.06666666666666667,0.4,0,0
2013,L1829031,0.06451612903225806,0,0,0.03225806451612903,0,0,0,0.0967741935483871,0.3870967741935484,0.41935483870967744,0,0,0
2013,L693371,0.23333333333333334,0,0,0,0,0,0,0.06666666666666667,0.1,0.6,0,0,0
2013,L3176152,0.0967741935483871,0,0,0,0,0,0.41935483870967744,0.06451612903225806,0.0967741935483871,0.06451612903225806,0.22580645161290322,0,0.03225806451612903
2013,L1512917,0.43333333333333335,0,0,0,0,0,0,0,0.5666666666666667,0,0,0,0
2013,L988763,0.4,0,0,0,0,0,0,0.03333333333333333,0.13333333333333333,0,0.43333333333333335,0,0
2013,L649794,0.23333333333333334,0,0,0.1,0,0,0,0.06666666666666667,0.43333333333333335,0.16666666666666666,0,0,0
2013,L454170,0.26666666666666666,0,0,0,0,0,0,0,0.13333333333333333,0,0.6,0,0
