year,locality_id,pland_00_water,pland_03_deciduous_needleleaf,pland_04_deciduous_broadleaf,pland_05_mixed_forest,pland_08_woody_savanna,pland_09_savanna,pland_10_grassland,pland_11_wetland,pland_12_cropland,pland_13_urban,pland_14_mosiac,pland_15_barren,id,elevation_median,elevation_sd
2012,L744810,0.03333333333333333,0,0.1,0,0.03333333333333333,0,0.06666666666666667,0.36666666666666664,0.4,0,0,0,1095,168.78811997633713,27.52184167220151
2012,L1530463,0.13333333333333333,0,0,0,0,0.06666666666666667,0,0.06666666666666667,0,0.7333333333333333,0,0,1098,196.8277333577474,14.636901830417058
2012,L1581427,0.03125,0,0,0,0,0,0,0,0,0.9375,0,0.03125,1108,182.46081034342447,2.2811088061203475
2012,L1153217,0.06666666666666667,0,0,0,0,0.03333333333333333,0.03333333333333333,0.3,0.5333333333333333,0.03333333333333333,0,0,1113,176.19174194335937,3.387836068985697
2012,L1158916,0.034482758620689655,0,0,0,0,0,0.10344827586206896,0.10344827586206896,0.20689655172413793,0.5517241379310345,0,0,650,155.37150065104166,20.377424902092375
2012,L297069,0.03125,0,0.34375,0,0,0.0625,0.0625,0.0625,0.125,0.3125,0,0,1145,193.51193542480468,34.49802170606918
2012,L200353,0.20689655172413793,0,0,0,0,0,0,0.27586206896551724,0.5172413793103449,0,0,0,1152,138.27264234754773,4.931743038746697
2012,L950064,0.3125,0,0,0,0,0,0,0.03125,0,0.65625,0,0,495,181.0519280066857,3.926338237539591
2012,L1277623,0.03333333333333333,0,0,0,0,0,0,0.5666666666666667,0.3333333333333333,0,0.06666666666666667,0,1163,140.51861337515024,17.035719733935053
2012,L501847,0.0967741935483871,0,0.06451612903225806,0,0.03225806451612903,0,0.06451612903225806,0.3225806451612903,0.3870967741935484,0,0.03225806451612903,0,1181,156.60830535888672,21.31571483174772
2012,L1215949,0.15625,0,0,0,0,0.25,0.0625,0.15625,0,0.375,0,0,682,183.84585571289062,9.38141766130129
2012,L152687,0.3,0,0,0,0,0,0,0.06666666666666667,0,0.6333333333333333,0,0,399,181.03285853068033,6.127047114578487
2012,L152692,0.36666666666666664,0,0,0,0,0,0,0.13333333333333333,0,0.5,0,0,1196,180.64861089533025,6.54229082366879
2012,L10021929,0.06451612903225806,0,0,0,0,0.03225806451612903,0.2903225806451613,0.03225806451612903,0.5806451612903226,0,0,0,1223,158.49966125488282,2.809848564830214
2012,L792698,0.3333333333333333,0,0,0,0,0,0,0.03333333333333333,0,0.6333333333333333,0,0,1228,180.79556732177736,4.496848807878336
2012,L608436,0.03225806451612903,0,0.0967741935483871,0,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.3548387096774194,0.25806451612903225,0.0967741935483871,0.03225806451612903,0,1820,143.576419536884,11.842470723130758
2013,L293494,0.06666666666666667,0,0,0,0,0,0.16666666666666666,0.23333333333333334,0.06666666666666667,0.43333333333333335,0,0.03333333333333333,1241,164.4806893088601,32.10610766913899
2013,L2186555,0.26666666666666666,0,0,0,0,0,0,0.06666666666666667,0,0.6333333333333333,0,0.03333333333333333,1242,183.88616027832032,7.640947155464238
2013,L345284,0.06666666666666667,0,0,0,0,0,0.03333333333333333,0.1,0.03333333333333333,0.7666666666666667,0,0,1262,171.9873809814453,28.148439859445546
2013,L2215466,0.23333333333333334,0,0,0,0,0,0,0.06666666666666667,0,0.7,0,0,1279,180.05667724609376,3.90465397097314
2013,L152740,0.23333333333333334,0,0,0,0,0.03333333333333333,0,0.03333333333333333,0,0.7,0,0,9,180.98258514404296,3.847833589862149
2013,L1916756,0.13333333333333333,0,0,0,0,0,0.13333333333333333,0.3,0.43333333333333335,0,0,0,1290,179.37289683024088,2.942945190240641
2013,L2340416,0.25,0,0,0,0,0.0625,0,0.125,0,0.5625,0,0,98,179.4312286376953,4.485219992219965
2013,L152654,0.4,0,0,0,0,0.2,0.03333333333333333,0.16666666666666666,0,0.2,0,0,723,182.15293884277344,9.088484854895366
2013,L301193,0.03125,0,0,0,0,0.03125,0.0625,0.1875,0.0625,0.625,0,0,1307,172.81176588270398,31.12210673909869
2013,L1772652,0.06451612903225806,0,0,0,0,0.2903225806451613,0.16129032258064516,0.06451612903225806,0.0967741935483871,0.2903225806451613,0,0.03225806451612903,518,236.51375495062933,7.1228662765332365
2013,L1496612,0.2413793103448276,0,0,0,0,0,0,0.06896551724137931,0,0.6896551724137931,0,0,1331,198.67774454752603,15.41621610889367
2013,L1277623,0.13333333333333333,0,0,0,0,0,0.03333333333333333,0.4666666666666667,0.26666666666666666,0,0.1,0,1163,140.51861337515024,17.035719733935053
2013,L265942,0.16666666666666666,0,0,0,0,0.03333333333333333,0,0.06666666666666667,0,0.7333333333333333,0,0,575,180.88199087289664,3.6834797319444115
2013,L1772667,0.034482758620689655,0,0,0,0,0.41379310344827586,0.06896551724137931,0.10344827586206896,0.06896551724137931,0.27586206896551724,0,0.034482758620689655,614,235.26060943603517,6.885575876722536
2013,L453843,0.23333333333333334,0,0,0,0,0,0,0.1,0,0.6666666666666666,0,0,1384,200.6003074645996,15.896858238460918
